32765 448 444 0
32766 448 440 0
32767 448 436 0
32768 448 434 0
32769 448 432 0
32770 448 428 0
32771 448 424 0
32772 448 422 0
32773 448 420 0
32774 448 418 0
32775 448 416 0
32776 448 412 0
32777 448 408 0
32778 448 406 0
32779 448 406 0
32780 448 404 0
32781 448 400 0
32782 448 396 0
32783 448 394 0
32784 448 392 0
32785 448 390 0
32786 448 390 0
32787 448 388 0
32788 448 384 0
32789 448 380 0
32790 448 378 0
32791 448 376 0
32792 448 374 0
32793 448 372 0
32794 448 370 0
32795 448 368 0
32796 448 364 0
32797 448 362 0
32798 446 362 0
32799 445 362 0
32800 445 360 0
32801 445 356 0
32802 445 352 0
32803 445 350 0
32804 445 348 0
32805 444 346 0
32806 444 346 0
32807 444 344 0
32808 444 340 0
32809 444 336 0
32810 444 334 0
32811 444 334 0
32812 444 332 0
32813 444 330 0
32814 444 328 0
32815 444 324 0
32816 444 322 0
32817 442 320 0
32818 440 318 0
32819 439 318 0
32820 439 318 0
32821 439 316 0
32822 439 312 0
32823 439 308 0
32824 439 306 0
32825 438 304 0
32826 436 302 0
32827 436 302 0
32828 436 300 0
32829 436 296 0
32830 436 292 0
32831 436 290 0
32832 434 290 0
32833 434 288 0
32834 433 286 0
32835 431 284 0
32836 429 283 0
32837 429 280 0
32838 429 278 0
32839 429 276 0
32840 429 274 0
32841 429 274 0
32842 428 272 0
32843 427 269 0
32844 424 268 0
32845 424 265 0
32846 424 264 0
32847 424 262 0
32848 424 260 0
32849 424 258 0
32850 424 256 0
32851 424 254 0
32852 424 253 0
32853 420 252 0
32854 419 248 0
32855 418 246 0
32856 417 245 0
32857 417 244 0
32858 417 240 0
32859 417 238 0
32860 417 236 0
32861 415 233 0
32862 413 232 0
32863 413 231 0
32864 413 230 0
32865 413 228 0
32866 411 225 0
32867 411 222 0
32868 409 220 0
32869 408 218 0
32870 406 216 0
32871 405 215 0
32872 404 214 0
32873 404 212 0
32874 404 210 0
32875 404 208 0
32876 404 204 0
32877 404 201 0
32878 404 200 0
32879 404 198 0
32880 403 196 0
32881 402 194 0
32882 400 193 0
32883 399 193 0
32884 399 191 0
32885 399 189 0
32886 399 187 0
32887 399 184 0
32888 399 182 0
32889 399 180 0
32890 399 178 0
32891 399 175 0
32892 395 174 0
32893 393 172 0
32894 392 170 0
32895 391 170 0
32896 390 168 0
32897 390 166 0
32898 390 163 0
32899 390 161 0
32900 389 159 0
32901 387 156 1
32902 387 154 1
32903 385 154 1
32904 385 151 1
32905 384 150 1
32906 383 147 1
32907 383 145 1
32908 382 143 1
32909 380 142 1
32910 379 141 1
32911 378 138 1
32912 378 138 1
32913 377 135 1
32914 377 133 1
32915 375 131 1
32916 373 127 1
32917 373 126 1
32918 373 124 1
32919 373 122 1
32920 372 121 1
32921 371 119 1
32922 371 117 1
32923 371 115 1
32924 368 113 1
32925 367 112 2
32926 364 110 3
32927 364 109 3
32928 364 108 3
32929 364 106 3
32930 364 103 3
32931 364 101 3
32932 364 99 3
32933 364 97 3
32934 362 96 3
32935 361 94 3
32936 359 93 3
32937 359 92 3
32938 357 88 3
32939 355 85 3
32940 354 85 3
32941 354 83 3
32942 354 80 3
32943 353 78 3
32944 352 76 3
32945 351 73 3
32946 350 72 3
32947 349 70 3
32948 349 69 3
32949 347 67 3
32950 346 65 3
32951 346 64 3
32952 344 61 3
32953 344 61 3
32954 344 58 3
32955 344 55 3
32956 344 54 3
32957 343 52 3
32958 341 50 3
32959 339 48 3
32960 338 45 3
32961 338 43 3
32962 338 41 3
32963 337 40 3
32964 337 37 3
32965 337 37 4
32966 337 36 0
32967 337 34 2
32968 337 31 2
32969 337 29 2
32970 336 28 2
32971 333 26 2
32972 331 23 2
32973 330 22 2
32974 327 21 2
32975 327 20 2
32976 327 19 2
32977 327 15 2
32978 327 13 2
32979 327 10 2
32980 326 9 2
32981 323 8 2
32982 321 5 3
32983 320 3 3
32984 319 2 3
32985 318 3 3
32986 316 2 3
32987 316 3 4
32988 316 1 1
32989 316 2 1
32990 316 2 2
32991 316 2 2
32992 316 2 2
32993 316 3 2
32994 316 3 2
32995 316 3 2
32996 316 3 2
32997 316 3 2
32998 316 3 2
32999 316 3 2
